Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Bought together products (product.metafields.globo--filter--product_recommendation.bought_together_products),Complementary products (product.metafields.globo--filter--product_recommendation.complementary_products),Related products (product.metafields.globo--filter--product_recommendation.related_products),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Age group (product.metafields.shopify.age-group),Arrangement (product.metafields.shopify.arrangement),Art/Crafting tool material (product.metafields.shopify.art-crafting-tool-material),Color (product.metafields.shopify.color-pattern),Decoration material (product.metafields.shopify.decoration-material),Jewelry material (product.metafields.shopify.jewelry-material),Jewelry type (product.metafields.shopify.jewelry-type),Plant characteristics (product.metafields.shopify.plant-characteristics),Plant class (product.metafields.shopify.plant-class),Plant name (product.metafields.shopify.plant-name),Ring design (product.metafields.shopify.ring-design),Stem length (product.metafields.shopify.stem-length),Suitable space (product.metafields.shopify.suitable-space),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Status
enchanting-preserved-garden,Glass Vintage Jewelry Box,"<p>Magical proposal box: preserved floral beauty surrounds your hidden ring, creating an unforgettable moment.</p>
<p>• 100% Handcraft<br>• All-Natural Preserved Flowers<br>• Perfect for Home Décor or Events</p>
<p><span>🚚Supporting USA wide shipping. </span></p>
<p class=""whitespace-pre-wrap break-words"">💡 CUSTOM ORDERS: Have a specific color scheme or unique design ideas? Contact us before placing your order - we'll create a custom piece that perfectly matches your vision.</p>
<p class=""whitespace-pre-wrap break-words"">📞 CONTACT US:</p>
<ul class=""-mt-1 [li&gt;&amp;]:mt-2 list-disc space-y-2 pl-8"" depth=""0"">
<li class=""whitespace-normal break-words"" index=""0"">WhatsApp/Message: +1-919-510-2830</li>
<li class=""whitespace-normal break-words"" index=""1"">Instagram</li>
<li class=""whitespace-normal break-words"" index=""2"">Xiaohongshu</li>
</ul>
<p class=""whitespace-pre-wrap break-words"">⏰ DELIVERY NOTE:</p>
<ul class=""-mt-1 [li&gt;&amp;]:mt-2 list-disc space-y-2 pl-8"" depth=""0"">
<li class=""whitespace-normal break-words"" index=""0"">Please order at least 7 days in advance for fresh flowers</li>
<li class=""whitespace-normal break-words"" index=""1"">Same/Next day delivery available for preserved flower products</li>
<li style=""color: rgb(12, 132, 43);"" class=""whitespace-normal break-words"" index=""2"">
<span style=""color: rgb(12, 132, 43);"">Delivery available to:</span>
<ul class=""-mt-1 [li&gt;&amp;]:mt-2 list-disc space-y-2 pl-8"" depth=""1"">
<li style=""color: rgb(12, 132, 43);"" class=""whitespace-normal break-words"" index=""0""><span style=""color: rgb(12, 132, 43);"">District of Columbia (DC)</span></li>
<li style=""color: rgb(12, 132, 43);"" class=""whitespace-normal break-words"" index=""1""><span style=""color: rgb(12, 132, 43);"">Northern Virginia (locations within 20 minutes of Arlington)</span></li>
<li style=""color: rgb(12, 132, 43);"" class=""whitespace-normal break-words"" index=""2""><span style=""color: rgb(12, 132, 43);"">Durham, North Carolina (locations within 20 minutes of Durham)</span></li>
</ul>
</li>
<li class=""whitespace-normal break-words"" index=""3"">Fresh flowers subject to seasonal availability and market conditions</li>
<li class=""whitespace-normal break-words"" index=""4"">Free delivery available for select areas (please inquire)</li>
<li class=""whitespace-normal break-words"" index=""5"">For specific delivery dates, please contact us to confirm availability</li>
</ul>",Sun Florist,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Tools > Craft Decoration Makers,Preserved Floral Creations,"gift, Preserved Floral Creations",true,Title,Default Title,,,,,,,,"",1360.77711,,deny,manual,89.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_4993.jpg?v=1727760798,1,"",false,,,505386,,,,,,,,,,,,,,,,,glass; metal,,,,,,,,,,,,,,,,,lb,,60.00,true,,,active
enchanting-preserved-garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_0064.jpg?v=1727760798,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enchanting-preserved-garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_0066.jpg?v=1727760798,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enchanting-preserved-garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_0067.jpg?v=1727760798,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table-flower,Gold Preserved Centerpiece,"<p class=""whitespace-pre-wrap break-words"">Elevate your space with this exquisitely crafted preserved flower arrangement. This sophisticated tabletop piece features a thoughtful combination of premium preserved flowers:</p>
<ul class=""-mt-1 [li&gt;&amp;]:mt-2 list-disc space-y-2 pl-8"" depth=""0"">
<li class=""whitespace-normal break-words"" index=""0"">Delicate peach preserved rose</li>
<li class=""whitespace-normal break-words"" index=""1"">Pure white cotton flowers</li>
<li class=""whitespace-normal break-words"" index=""2"">Elegant cattail leaf fan</li>
<li class=""whitespace-normal break-words"" index=""3"">Dusty purple preserved hydrangea</li>
<li class=""whitespace-normal break-words"" index=""4"">Carefully selected dried flower elements</li>
<li class=""whitespace-normal break-words"" index=""5"">Gold geometric square vase</li>
</ul>
<p class=""whitespace-pre-wrap break-words"">Care Instructions:</p>
<ul class=""-mt-1 [li&gt;&amp;]:mt-2 list-disc space-y-2 pl-8"" depth=""0"">
<li class=""whitespace-normal break-words"" index=""0"">Keep away from direct sunlight</li>
<li class=""whitespace-normal break-words"" index=""1"">Avoid water exposure</li>
<li class=""whitespace-normal break-words"" index=""2"">Dust gently with cool air from hair dryer when needed</li>
<li class=""whitespace-normal break-words"" index=""3"">Designed for indoor display</li>
</ul>
<p><span>🚚Supporting USA wide shipping. </span></p>
<p class=""whitespace-pre-wrap break-words"">💡 CUSTOM ORDERS: Have a specific color scheme or unique design ideas? Contact us before placing your order - we'll create a custom piece that perfectly matches your vision.</p>
<p class=""whitespace-pre-wrap break-words"">📞 CONTACT US:</p>
<ul class=""-mt-1 [li&gt;&amp;]:mt-2 list-disc space-y-2 pl-8"" depth=""0"">
<li class=""whitespace-normal break-words"" index=""0"">WhatsApp/Message: +1-919-510-2830</li>
<li class=""whitespace-normal break-words"" index=""1"">Instagram</li>
<li class=""whitespace-normal break-words"" index=""2"">Xiaohongshu</li>
</ul>
<p class=""whitespace-pre-wrap break-words"">⏰ DELIVERY NOTE:</p>
<ul class=""-mt-1 [li&gt;&amp;]:mt-2 list-disc space-y-2 pl-8"" depth=""0"">
<li class=""whitespace-normal break-words"" index=""0"">Please order at least 7 days in advance for fresh flowers</li>
<li class=""whitespace-normal break-words"" index=""1"">Same/Next day delivery available for preserved flower products</li>
<li style=""color: rgb(12, 132, 43);"" class=""whitespace-normal break-words"" index=""2"">
<span style=""color: rgb(12, 132, 43);"">Delivery available to:</span>
<ul class=""-mt-1 [li&gt;&amp;]:mt-2 list-disc space-y-2 pl-8"" depth=""1"">
<li style=""color: rgb(12, 132, 43);"" class=""whitespace-normal break-words"" index=""0""><span style=""color: rgb(12, 132, 43);"">District of Columbia (DC)</span></li>
<li style=""color: rgb(12, 132, 43);"" class=""whitespace-normal break-words"" index=""1""><span style=""color: rgb(12, 132, 43);"">Northern Virginia (locations within 20 minutes of Arlington)</span></li>
<li style=""color: rgb(12, 132, 43);"" class=""whitespace-normal break-words"" index=""2""><span style=""color: rgb(12, 132, 43);"">Durham, North Carolina (locations within 20 minutes of Durham)</span></li>
</ul>
</li>
<li class=""whitespace-normal break-words"" index=""3"">Fresh flowers subject to seasonal availability and market conditions</li>
<li class=""whitespace-normal break-words"" index=""4"">Free delivery available for select areas (please inquire)</li>
<li class=""whitespace-normal break-words"" index=""5"">For specific delivery dates, please contact us to confirm availability</li>
</ul>",Sun Florist,Home & Garden > Plants > Flowers,Table Centerpiece,"Centerpiece, Preserved Floral Creations",true,Color,gold,product.metafields.shopify.color-pattern,,,,,,,"",0.0,,deny,manual,150.00,240.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_0018.heic?v=1727759862,1,"",false,,"Discover our luxurious preserved flower arrangement featuring peach rose, cotton flowers & gold feather. Lasting beauty meets modern design in this premium tabletop masterpiece. Free shipping.",984,,,,,,,,,,,,,,,,,,gold,,,,flowering,,,,,indoors,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_0043.heic?v=1727759862,lb,,50.00,true,,,active
table-flower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_0043.heic?v=1727759862,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table-flower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_0022.heic?v=1727759862,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table-flower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_0025.heic?v=1727759862,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blue-bouquets,Breeze Bouquet,"<p class=""whitespace-pre-wrap break-words""> PRODUCT HIGHLIGHTS:</p>
<ul class=""-mt-1 [li&gt;&amp;]:mt-2 list-disc space-y-2 pl-8"" depth=""0"">
<li class=""whitespace-normal break-words"" index=""0"">100% Handcrafted with Premium Materials</li>
<li class=""whitespace-normal break-words"" index=""1"">Available in Medium &amp; Large Sizes</li>
<li class=""whitespace-normal break-words"" index=""2"">Made with Natural Preserved Flowers Only</li>
<li class=""whitespace-normal break-words"" index=""3"">Next-Day Shipping (Orders made within 24 hours)</li>
</ul>
<p class=""whitespace-pre-wrap break-words"">SIZE OPTIONS: Medium: 11""W x 18""H Large: 15""W x 22""H</p>
<p class=""whitespace-pre-wrap break-words""> BOUQUET DETAILS:</p>
<ul class=""-mt-1 [li&gt;&amp;]:mt-2 list-disc space-y-2 pl-8"" depth=""0"">
<li class=""whitespace-normal break-words"" index=""0"">Soft blue preserved roses</li>
<li class=""whitespace-normal break-words"" index=""1"">Natural cotton flowers</li>
<li class=""whitespace-normal break-words"" index=""2"">Frosted foliage accents</li>
<li class=""whitespace-normal break-words"" index=""3"">Pastel blue floral wrapping</li>
<li class=""whitespace-normal break-words"" index=""4"">Elegant gray ribbon finishing</li>
</ul>
<p><span>🚚Supporting USA wide shipping. </span></p>
<p class=""whitespace-pre-wrap break-words"">💡 CUSTOM ORDERS: Have a specific color scheme or unique design ideas? Contact us before placing your order - we'll create a custom piece that perfectly matches your vision.</p>
<p class=""whitespace-pre-wrap break-words"">📞 CONTACT US:</p>
<ul class=""-mt-1 [li&gt;&amp;]:mt-2 list-disc space-y-2 pl-8"" depth=""0"">
<li class=""whitespace-normal break-words"" index=""0"">WhatsApp/Message: +1-919-510-2830</li>
<li class=""whitespace-normal break-words"" index=""1"">Instagram</li>
<li class=""whitespace-normal break-words"" index=""2"">Xiaohongshu</li>
</ul>
<p class=""whitespace-pre-wrap break-words"">⏰ DELIVERY NOTE:</p>
<ul class=""-mt-1 [li&gt;&amp;]:mt-2 list-disc space-y-2 pl-8"" depth=""0"">
<li class=""whitespace-normal break-words"" index=""0"">Please order at least 7 days in advance for fresh flowers</li>
<li class=""whitespace-normal break-words"" index=""1"">Same/Next day delivery available for preserved flower products</li>
<li style=""color: rgb(12, 132, 43);"" class=""whitespace-normal break-words"" index=""2"">
<span style=""color: rgb(12, 132, 43);"">Delivery available to:</span>
<ul class=""-mt-1 [li&gt;&amp;]:mt-2 list-disc space-y-2 pl-8"" depth=""1"">
<li style=""color: rgb(12, 132, 43);"" class=""whitespace-normal break-words"" index=""0""><span style=""color: rgb(12, 132, 43);"">District of Columbia (DC)</span></li>
<li style=""color: rgb(12, 132, 43);"" class=""whitespace-normal break-words"" index=""1""><span style=""color: rgb(12, 132, 43);"">Northern Virginia (locations within 20 minutes of Arlington)</span></li>
<li style=""color: rgb(12, 132, 43);"" class=""whitespace-normal break-words"" index=""2""><span style=""color: rgb(12, 132, 43);"">Durham, North Carolina (locations within 20 minutes of Durham)</span></li>
</ul>
</li>
<li class=""whitespace-normal break-words"" index=""3"">Fresh flowers subject to seasonal availability and market conditions</li>
<li class=""whitespace-normal break-words"" index=""4"">Free delivery available for select areas (please inquire)</li>
<li class=""whitespace-normal break-words"" index=""5"">For specific delivery dates, please contact us to confirm availability</li>
</ul>",Sun Florist,Arts & Entertainment > Party & Celebration > Gift Giving > Fresh Cut Flowers,Bouquets,Preserved flower Bouquet,true,size,medium,,,,,,,,"",0.0,,deny,manual,138.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0641/1200/1069/files/895B0F45-9F01-461D-96DD-79CD8F15D596.jpg?v=1738087764,1,"",false,,,2899,,,,,,,,,,,,,,,,bouquet,,blue,,,,,,,,,,,,,,,,lb,,,true,,,active
blue-bouquets,,,,,,,,,large,,,,,,,,"",0.0,,deny,manual,168.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0641/1200/1069/files/CB98F5A4-DCCC-4A4C-B1A5-F1EF26FAC268.jpg?v=1738087764,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
blue-bouquets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_0156.heic?v=1738087764,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blue-bouquets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/Blue.jpg?v=1738087764,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
